celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,agg_week_1,rank_of_week_1,agg_week_2,rank_of_week_2,agg_week_3,rank_of_week_3,agg_week_4,rank_of_week_4,agg_week_5,rank_of_week_5,agg_week_6,rank_of_week_6,agg_week_7,rank_of_week_7,agg_week_8,rank_of_week_8,agg_week_9,rank_of_week_9,agg_week_10,rank_of_week_10,agg_week_11,rank_of_week_11,episodes_participated,avg_weekly_rank,final_rank_parsed,episodes_participated_parsed,rank_difference
Redfoo,Emma Slater,Singer/Rapper,California,United States,39,20,Eliminated Week 2,12,6,5,5,6,8,7,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,5.5,11.0,7.75,5.0,,,,,,,,,,,,,,,,,,,2,8.0,12.0,2,-4.0
Patti LaBelle,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,20,Eliminated Week 6,8,7,6,6,6,7,7,7,7,6,5,5,6,8,7,7,8,7,6,7,7,9,8,8.5,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,6.25,8.0,7.0,6.0,5.5,10.0,7.5,7.0,6.75,7.0,8.5,6.0,,,,,,,,,,,6,7.333333333333333,8.0,6,-0.666666666666667
Chris Soules,Witney Carson,TV Personality,Iowa,United States,33,20,Eliminated Week 8,5,7,6,6,7,5,6,5,5,7,7,7,7,7,6,7,7,7,6,7,7,9,8,9,9,8,7,8,8,8,7.5,8.5,8,0,0,0,0,0,0,0,0,,,,,6.5,5.0,5.25,12.0,7.0,7.0,6.75,10.0,6.75,7.0,8.75,5.0,7.75,6.0,8.0,4.0,,,,,,,8,7.0,5.0,8,2.0
Gary Busey,Anna Trebunskaya,Actor/Actress,Texas,United States,71,21,Eliminated Week 4,10,5,5,5,,5.5,5.5,5.5,,6,7,6,6,5,6,5,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,5.0,9.0,5.5,12.0,6.25,9.0,5.333333333333333,10.0,,,,,,,,,,,,,,,4,10.0,10.0,4,0.0
Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,21,Eliminated Week 9,6,7,7,8,,7.5,7.5,8,,9,9,9,9,7,7,7,,10,10,10,10,8,7,7,8,9,9.5,9,,9.6666,8.6666,8.6666,,10,10,10,,0,0,0,,0,0,0,,7.333333333333333,5.0,7.666666666666667,3.0,9.0,1.0,7.0,8.0,10.0,1.0,7.5,7.0,9.166666666666666,5.0,8.999933333333333,5.0,10.0,1.0,,,,,9,4.0,6.0,9,-2.0
Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,21,Eliminated Week 11,4,8,8,7,,7.5,7.5,7.5,,7,8,8,8,9,8,8,,10,10,9,10,10,9,9,10,9,10,9,,9.6666,9.6666,9.6666,,9,9,9,,10,10.5,11,,10,10,10,,7.666666666666667,3.0,7.5,4.0,7.75,6.0,8.333333333333334,5.0,9.75,2.0,9.5,5.0,9.333333333333334,2.0,9.6666,2.0,9.0,4.0,10.5,1.0,10.0,1.0,11,3.1818181818181817,4.0,11,-0.8181818181818183
Victor Espinoza,Karina Smirnoff,Athlete,,Mexico,43,21,Eliminated Week 2,12,5,5,5,,6.5,5.5,6.5,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,5.0,9.0,6.166666666666667,9.0,,,,,,,,,,,,,,,,,,,2,9.0,12.0,2,-3.0
Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,21,3rd Place,3,8,7,7,,7.5,7,8,,8,8,9,8,8,8,8,,8,7,7,7,8,8,7,7,9,9,8.5,,9,8,8,,8.5,8.5,8.5,,9.5,9.5,9.5,,9.3333,9.3333,9.3333,,7.333333333333333,5.0,7.5,4.0,8.25,3.0,8.0,6.0,7.25,7.0,7.5,7.0,8.833333333333334,8.0,8.333333333333334,6.0,8.5,5.0,9.5,3.0,9.3333,4.0,11,5.2727272727272725,3.0,11,2.2727272727272725
Chaka Khan,Keo Motsepe,Singer/Rapper,Illinois,United States,62,21,Eliminated Week 2,13,5,4,4,,5,5,5,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,4.333333333333333,12.0,5.0,13.0,,,,,,,,,,,,,,,,,,,2,12.5,13.0,2,-0.5
Andy Grammer,Allison Holker,Singer/Rapper,California,United States,31,21,Eliminated Week 8,7,7,7,7,,7.5,7.5,7,,7,7,8,7,7,8,8,,9,9,9,9,10,10,10,10,9.5,9.5,9,,8.6666,7.6666,7.6666,,0,0,0,,0,0,0,,0,0,0,,7.0,7.0,7.333333333333333,8.0,7.25,8.0,7.666666666666667,7.0,9.0,4.0,10.0,1.0,9.333333333333334,2.0,7.999933333333334,7.0,,,,,,,8,5.5,7.0,8,-1.5
Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,21,Withdrew,5,8,7,8,,8,8,8.5,,8,9,8,8,9,9,9,,7,7,8,7,10,10,10,10,9,9,9,,9,9,10,,8.5,8,8,,0,0,0,,0,0,0,,7.666666666666667,3.0,8.166666666666666,1.0,8.25,3.0,9.0,2.0,7.25,7.0,10.0,1.0,9.0,6.0,9.333333333333334,3.0,8.166666666666666,6.0,,,,,9,3.5555555555555554,5.0,9,-1.4444444444444446
Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,21,2nd Place,2,8,8,8,,7.5,7.5,7.5,,9,9,9,9,9,9,9,,9,9,8,9,9,10,10,10,9,9,9,,11,11,11,,9,9,9.5,,9,9,9,,10,10,10,,8.0,1.0,7.5,4.0,9.0,1.0,9.0,2.0,8.75,5.0,9.75,4.0,9.0,6.0,11.0,1.0,9.166666666666666,3.0,9.0,4.0,10.0,1.0,11,2.909090909090909,2.0,11,0.9090909090909092
Hayes Grier,Emma Slater,Social Media Personality,North Carolina,United States,15,21,Eliminated Week 7,8,7,7,7,,8,7,7.5,,7,8,7,8,9,9,9,,8,8,7,7,8,8,8,8,9,9.5,9.5,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,7.0,7.0,7.5,4.0,7.5,7.0,9.0,2.0,7.5,6.0,8.0,6.0,9.333333333333334,2.0,,,,,,,,,7,4.857142857142857,8.0,7,-3.1428571428571432
Bindi Irwin,Derek Hough,TV Personality,,Australia,17,21,1st Place,1,8,8,8,,8,8,8,,8,8,8,8,9,9,10,,9,9,10,9,10,10,10,10,9.5,10,9.5,,10,9,9,,10,10,10,,10.5,10.5,10.5,,10,10,10,,8.0,1.0,8.0,2.0,8.0,5.0,9.333333333333334,1.0,9.25,3.0,10.0,1.0,9.666666666666666,1.0,9.333333333333334,3.0,10.0,1.0,10.5,1.0,10.0,1.0,11,1.8181818181818181,1.0,11,0.8181818181818181
Kim Zolciak-Biermann,Tony Dovolani,TV Personality,Florida,United States,37,21,Withdrew,11,4,4,4,,6.5,6,6,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,4.0,13.0,6.166666666666667,9.0,,,,,,,,,,,,,,,,,,,2,11.0,11.0,2,0.0
Paula Deen,Louis van Amstel,TV Personality,Georgia,United States,68,21,Eliminated Week 6,9,5,5,5,,6.5,6,6,,5,5,5,5,6,6,6,,7,7,6,6,6,6,6,6,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,5.0,9.0,6.166666666666667,9.0,5.0,10.0,6.0,9.0,6.5,9.0,6.0,9.0,,,,,,,,,,,6,9.166666666666666,9.0,6,0.16666666666666607
Mischa Barton,Artem Chigvintsev,Actor/Actress,,England,30,22,Eliminated Week 3,11,5,5,6,,5,5,5,,6,6,6,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,5.333333333333333,10.0,5.0,11.0,6.0,11.0,,,,,,,,,,,,,,,,,3,10.666666666666666,11.0,3,-0.3333333333333339
Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,22,Eliminated Week 7,8,7,6,7,,7,6,6,,8,7,7,,8,8,8,8,8,6,6,8,8,8,8,,8.5,8.5,9,,0,0,0,,0,0,0,,0,0,0,,,,,,6.666666666666667,8.0,6.333333333333333,9.0,7.333333333333333,5.0,8.0,6.0,7.0,7.0,8.0,6.0,8.666666666666666,5.0,,,,,,,,,7,6.571428571428571,8.0,7,-1.4285714285714288
Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,22,Eliminated Week 8,6,7,6,7,,7,7,7,,8,7,8,,7,6,7,7,9,8,9,9,9,8,8,,8,8.5,9,,10,10,10,,0,0,0,,0,0,0,,,,,,6.666666666666667,8.0,7.0,3.0,7.666666666666667,3.0,6.75,9.0,8.75,2.0,8.333333333333334,4.0,8.5,8.0,10.0,1.0,,,,,,,8,4.75,6.0,8,-1.25
Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,22,Eliminated Week 6,9,5,5,5,,7,6,7,,7,6,7,,6,6,6,6,7,7,7,7,7,7,7,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,5.0,11.0,6.666666666666667,5.0,6.666666666666667,8.0,6.0,10.0,7.0,7.0,7.0,9.0,,,,,,,,,,,6,8.333333333333334,9.0,6,-0.6666666666666661
Von Miller,Witney Carson,Athlete,Texas,United States,27,22,Eliminated Week 7,7,8,6,7,,7,6,7,,7,6,7,,8,8,8,8,8,7,7,7,8,8,8,,8.5,8.5,9,,0,0,0,,0,0,0,,0,0,0,,,,,,7.0,4.0,6.666666666666667,5.0,6.666666666666667,8.0,8.0,6.0,7.25,6.0,8.0,6.0,8.666666666666666,5.0,,,,,,,,,7,5.714285714285714,7.0,7,-1.2857142857142856
Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,22,Eliminated Week 9,5,8,6,7,,6,6,7,,7,6,7,,9,8,9,9,7,6,6,7,9,9,9,,8.5,8.5,9,,9,9,9,,9,9,9.5,,0,0,0,,,,,,7.0,4.0,6.333333333333333,9.0,6.666666666666667,8.0,8.75,3.0,6.5,9.0,9.0,3.0,8.666666666666666,5.0,9.0,5.0,9.166666666666666,5.0,,,,,9,5.666666666666667,5.0,9,0.666666666666667
Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,22,2nd Place,2,7,7,7,,8,8,8,,8,7,8,,9,9,9,9,8,8,7,8,9,10,9,,9,9,9.5,,10,9,9,,10,9.5,10,,10,9.6666,10,,,,,,7.0,4.0,8.0,1.0,7.666666666666667,3.0,9.0,1.0,7.75,4.0,9.333333333333334,2.0,9.166666666666666,2.0,9.333333333333334,4.0,9.833333333333334,2.0,9.888866666666667,1.0,,,10,2.4,2.0,10,0.3999999999999999
Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72,22,Eliminated Week 2,12,5,4,4,,5,4,4,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,4.333333333333333,12.0,4.333333333333333,12.0,,,,,,,,,,,,,,,,,,,2,12.0,12.0,2,0.0
Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,22,1st Place,1,8,7,8,,7,6,7,,8,8,9,,8,8,9,9,9,10,9,9,8,8,9,,9.5,9,9.5,,10,9,10,,9.5,9.5,9.5,,9.6666,9.6666,9.6666,,,,,,7.666666666666667,1.0,6.666666666666667,5.0,8.333333333333334,1.0,8.5,5.0,9.25,1.0,8.333333333333334,4.0,9.333333333333334,1.0,9.666666666666666,3.0,9.5,3.0,9.6666,2.0,,,10,2.6,1.0,10,1.6
Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,22,3rd Place,3,8,7,8,,7,7,7,,7,7,7,,9,9,9,9,8,8,8,8,8,8,8,,9,9,9.5,,10,10,10,,9,9.5,9.5,,9.3333,9.6666,9.3333,,,,,,7.666666666666667,1.0,7.0,3.0,7.0,6.0,9.0,1.0,8.0,3.0,8.0,6.0,9.166666666666666,2.0,10.0,1.0,9.333333333333334,4.0,9.4444,3.0,,,10,3.0,3.0,10,0.0
Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,22,Eliminated Week 9,4,8,7,8,,8,8,8,,8,8,8,,8,9,9,9,8,7,7,8,10,9,10,,9,9,9.5,,8,8,9,,10,10,10,,0,0,0,,,,,,7.666666666666667,1.0,8.0,1.0,8.0,2.0,8.75,3.0,7.5,5.0,9.666666666666666,1.0,9.166666666666666,2.0,8.333333333333334,6.0,10.0,1.0,,,,,9,2.4444444444444446,4.0,9,-1.5555555555555554
Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,22,Eliminated Week 4,10,7,7,7,,7,6,7,,7,7,7,,7,7,7,7,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,7.0,4.0,6.666666666666667,5.0,7.0,6.0,7.0,8.0,,,,,,,,,,,,,,,4,5.75,10.0,4,-4.25
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,5,6,5,6,6,6,6,6,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,5.5,11.0,6.0,10.0,,,,,,,,,,,,,,,,,,,2,10.5,13.0,2,-2.5
Maureen McCormick,Artem Chigvintsev,Actor/Actress,California,United States,60,23,Eliminated Week 7,8,6,5,5,6,7,6,6,7,7,7,7,7,8,8,8,,8,8,8,,8,7,8,8,8.5,8,8,8.5,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,5.5,11.0,6.5,8.0,7.0,5.0,8.0,4.0,8.0,6.0,7.75,6.0,8.25,6.0,,,,,,,,,7,6.571428571428571,8.0,7,-1.4285714285714288
Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,23,Eliminated Week 9,6,7,7,6,7,7,6,7,7,7,7,7,7,7,7,7,,9,9,9,,8,9,9,8,7.5,8,8.5,8,7,8,8,,9,9,9,9,0,0,0,,0,0,0,0,6.75,3.0,6.75,7.0,7.0,5.0,7.0,10.0,9.0,2.0,8.5,5.0,8.0,8.0,7.666666666666667,7.0,9.0,5.0,,,,,9,5.777777777777778,6.0,9,-0.22222222222222232
Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,23,Eliminated Week 8,7,6,6,6,6,6,6,6,6,6,7,6,6,7,7,8,,8,8,8,,7,8,8,7,8.5,8,8,8.5,8,9,9,,0,0,0,0,0,0,0,,0,0,0,0,6.0,9.0,6.0,10.0,6.25,8.0,7.333333333333333,9.0,8.0,6.0,7.5,7.0,8.25,6.0,8.666666666666666,5.0,,,,,,,8,7.5,7.0,8,0.5
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,7,6,6,7,7,7,7,7,8,8,8,8,8,7,8,,8,8,8,,9,10,9,9,9.5,9,9,9.5,10,10,10,,9,9,10,9,9,9.5,9.5,,9.3333,9.6666,9.6666,9.6666,6.5,5.0,7.0,6.0,8.0,1.0,7.666666666666667,6.0,8.0,6.0,9.25,3.0,9.25,1.0,10.0,3.0,9.25,4.0,9.333333333333334,5.0,9.583275,3.0,11,3.909090909090909,3.0,11,0.9090909090909092
Laurie Hernandez,Valentin Chmerkovskiy,Athlete,New Jersey,United States,16,23,1st Place,1,8,8,7,8,8,8,8,8,7,8,8,8,10,10,10,,8,9,8,,9,9,9,10,8,8.5,9,9,11,11,11,,10,10,10,10,10,10,10,,9.6666,10,9.6666,10,7.75,1.0,8.0,1.0,7.75,2.0,10.0,1.0,8.333333333333334,5.0,9.25,3.0,8.625,3.0,11.0,2.0,10.0,1.0,10.0,1.0,9.833300000000001,1.0,11,1.9090909090909092,1.0,11,0.9090909090909092
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,6,6,6,6,6,6,6,6,7,6,6,6,8,8,8,,8,8,8,,7,7,7,7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,6.0,9.0,6.0,10.0,6.25,8.0,8.0,4.0,8.0,6.0,7.0,9.0,,,,,,,,,,,6,7.666666666666667,9.0,6,-1.333333333333333
Rick Perry,Emma Slater,Politician,Texas,United States,66,23,Eliminated Week 3,12,5,5,5,5,6,5,6,5,6,5,6,6,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,5.0,13.0,5.5,13.0,5.75,11.0,,,,,,,,,,,,,,,,,3,12.333333333333334,12.0,3,0.3333333333333339
James Hinchcliffe,Sharna Burgess,Racing Driver,,Canada,29,23,2nd Place,2,8,8,7,8,7,7,7,8,7,7,8,7,9,9,10,,10,9,10,,10,9,9,10,9.5,9,9,9.5,11.6666,11.6666,11.6666,,9,9,9,9,9.5,10,10,,9.6666,9.6666,9.6666,10,7.75,1.0,7.25,4.0,7.25,4.0,9.333333333333334,2.0,9.666666666666666,1.0,9.5,2.0,9.25,1.0,11.6666,1.0,9.0,5.0,9.833333333333334,3.0,9.74995,2.0,11,2.3636363636363638,2.0,11,0.36363636363636376
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,7,6,6,7,8,7,7,8,7,6,6,6,6,6,6,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,6.5,5.0,7.5,3.0,6.25,8.0,6.0,11.0,,,,,,,,,,,,,,,4,6.75,11.0,4,-4.25
Vanilla Ice,Witney Carson,Singer/Rapper,Texas,United States,48,23,Eliminated Week 4,10,7,5,6,7,6,7,6,7,6,6,5,6,8,7,8,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,6.25,7.0,6.5,8.0,5.75,11.0,7.666666666666667,6.0,,,,,,,,,,,,,,,4,8.0,10.0,4,-2.0
Jana Kramer,Gleb Savchenko,Singer/Rapper,Michigan,United States,32,23,Eliminated Week 11,4,7,6,6,8,7,8,7,7,6,7,6,7,8,7,8,,9,8,9,,10,10,10,10,8,8.5,9,9,10,10,10,,10,10,10,10,9.5,9.5,10,,8.5,9,9,9,6.75,3.0,7.25,4.0,6.5,7.0,7.666666666666667,6.0,8.666666666666666,4.0,10.0,1.0,8.625,3.0,10.0,3.0,10.0,1.0,9.666666666666666,4.0,8.875,4.0,11,3.6363636363636362,4.0,11,-0.36363636363636376
Terra Jole,Sasha Farber,TV Personality,Texas,United States,36,23,Eliminated Week 10,5,7,6,6,6,8,7,8,8,8,7,8,7,9,8,8,,9,9,9,,7,8,8,7,8.5,8.5,9,8.5,8,8,8,,10,10,9,9,10,10,10,,0,0,0,0,6.25,7.0,7.75,2.0,7.5,3.0,8.333333333333334,3.0,9.0,2.0,7.5,7.0,8.625,3.0,8.0,6.0,9.5,3.0,10.0,1.0,,,10,3.7,5.0,10,-1.2999999999999998
Charo,Keo Motsepe,Actor/Actress,,Spain,66,24,Eliminated Week 3,11,6,5,5,5,6,6,7,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,5.25,10.0,6.25,9.0,6.0,9.0,,,,,,,,,,,,,,,,,3,9.333333333333334,11.0,3,-1.666666666666666
Mr. T,Kym Herjavec,Actor/Actress,Illinois,United States,64,24,Eliminated Week 4,10,5,5,5,5,6,5,6,5,6,6,6,6,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,5.0,11.0,5.5,11.0,6.0,9.0,7.0,10.0,,,,,,,,,,,,,,,4,10.25,10.0,4,0.25
Heather Morris,Maksim Chmerkoskiy,Actor/Actress,California,United States,30,24,Eliminated Week 6,8,7,7,7,7,8,6,8,8,9,8,8,8,8,9,9,9,8,8,9,9,9,9.5,9,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,7.0,3.0,7.5,3.0,8.25,2.0,8.75,3.0,8.5,4.0,9.25,1.0,,,,,,,,,,,6,2.6666666666666665,8.0,6,-5.333333333333334
Nancy Kerrigan,Artem Chigvintsev,Athlete,Massachusetts,United States,47,24,Eliminated Week 7,7,7,7,7,7,7,7,7,7,8,9,8,8,8,9,8,8,9,9,9,9,8.5,8.5,8,8.5,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,7.0,3.0,7.0,5.0,8.25,2.0,8.25,4.0,9.0,3.0,8.375,5.0,9.0,4.0,,,,,,,,,7,3.7142857142857144,7.0,7,-3.2857142857142856
Bonner Bolton,Sharna Burgess,Athlete,Texas,United States,29,24,Eliminated Week 8,5,6,5,5,6,8,5,8,7,6,6,6,6,8,8,8,8,7,8,8,7,8,8.5,7.5,7.5,7.5,7.5,8.5,7.5,7.5,7,7.5,7,0,0,0,0,0,0,0,0,,,,,5.5,9.0,7.0,5.0,6.0,9.0,8.0,5.0,7.5,8.0,7.875,6.0,7.75,7.0,7.25,5.0,,,,,,,8,6.75,5.0,8,1.75
Simone Biles,Sasha Farber,Athlete,Ohio,United States,20,24,Eliminated Week 9,4,8,8,8,8,7,7,7,8,7,8,9,8,9,9,9,9,9,9,10,10,8.5,8.5,8.5,9,10.5,9.5,9.5,9.5,9,9,9,9,10,10,10,10,0,0,0,0,,,,,8.0,1.0,7.25,4.0,8.0,4.0,9.0,2.0,9.5,2.0,8.625,4.0,9.75,2.0,9.0,3.0,10.0,1.0,,,,,9,2.5555555555555554,4.0,9,-1.4444444444444446
David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,24,2nd Place,2,7,7,7,7,7,6,7,7,8,7,8,8,7,8,8,8,7,7,8,7,7.5,8.5,7.5,7.5,8,8,8,8,8,8,8.5,8,9,8.5,9,8.5,9,9,9.3333,9,,,,,7.0,3.0,6.75,8.0,7.75,5.0,7.75,7.0,7.25,9.0,7.75,7.0,8.0,6.0,8.125,4.0,8.75,4.0,9.083325,3.0,,,10,5.6,2.0,10,3.5999999999999996
Rashad Jennings,Emma Slater,Athlete,Virginia,United States,32,24,1st Place,1,8,7,8,8,8,8,8,8,7,7,7,7,10,9,10,10,7,8,9,8,8.5,9.5,8.5,8.5,9.5,9.5,10.5,9.5,9.5,9,9.5,9.5,9.5,9,10,10,10,9.6666,10,10,,,,,7.75,2.0,8.0,1.0,7.0,6.0,9.75,1.0,8.0,6.0,8.75,3.0,9.75,2.0,9.375,2.0,9.625,2.0,9.91665,1.0,,,10,2.6,1.0,10,1.6
Chris Kattan,Witney Carson,Comedian,California,United States,46,24,Eliminated Week 2,12,5,4,4,4,6,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4.25,12.0,5.5,11.0,,,,,,,,,,,,,,,,,,,2,11.5,12.0,2,-0.5
Erika Jayne,Gleb Savchenko,Singer/Rapper,Georgia,United States,45,24,Eliminated Week 5,9,6,6,6,6,7,7,7,7,6,7,7,6,8,7,7,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,6.0,7.0,7.0,5.0,6.5,7.0,7.5,8.0,8.0,6.0,,,,,,,,,,,,,5,6.6,9.0,5,-2.4000000000000004
Normani,Valentin Chmerkovskiy,Singer/Rapper,Georgia,United States,20,24,3rd Place,3,7,6,7,7,8,8,8,8,8,8,9,9,8,7,8,9,10,9,10,10,9,9.5,8,9.5,10.5,10.5,10.5,10.5,10,9.5,10,10,9.5,9.5,9.5,9.5,10,9.6666,9.6666,10,,,,,6.75,6.0,8.0,1.0,8.5,1.0,8.0,5.0,9.75,1.0,9.0,2.0,10.5,1.0,9.875,1.0,9.5,3.0,9.833300000000001,2.0,,,10,2.3,3.0,10,-0.7000000000000002
Nick Viall,Peta Murgatroyd,TV Personality,Wisconsin,United States,36,24,Eliminated Week 7,6,6,6,6,6,7,5,7,6,7,6,7,6,8,7,8,7,9,8,9,8,7.5,8,7.5,7.5,8,8,9,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,6.0,7.0,6.25,9.0,6.5,7.0,7.5,8.0,8.5,4.0,7.625,8.0,8.5,5.0,,,,,,,,,7,6.857142857142857,6.0,7,0.8571428571428568
Sasha Pieterse,Gleb Savchenko,Actor/Actress,,South Africa,21,25,Eliminated Week 5,10,6,6,6,,8,7.5,7,,7,6,6,,8,8,8,,8,8,8,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,,,,,6.0,7.0,7.5,4.0,6.333333333333333,11.0,8.0,4.0,8.0,8.0,,,,,,,,,,,,,5,6.8,10.0,5,-3.2
Frankie Muniz,Witney Carson,Actor/Actress,New Jersey,United States,31,25,3rd Place,3,7,6,6,,8,7.5,8.5,,7,7,7,,8,8,8,,10,9,10,,7,8,8,8,10,10,10,,9,8.5,9,,8.5,8,9,,9.7777,9.3333,9.7777,10,,,,,6.333333333333333,5.0,8.0,1.0,7.0,6.0,8.0,4.0,9.666666666666666,2.0,7.75,6.0,10.0,1.0,8.833333333333334,3.0,8.5,4.0,9.722175,3.0,,,10,3.5,3.0,10,0.5
Jordan Fisher,Lindsay Arnold,Actor/Actress,Alabama,United States,23,25,1st Place,1,8,7,7,,8,8,8,,9,7,9,,10,9,10,,10,10,10,,10,9,10,10,9,9,9,,10,10,10,,9.5,9.5,10,,10,10,10,10,,,,,7.333333333333333,1.0,8.0,1.0,8.333333333333334,2.0,9.666666666666666,1.0,10.0,1.0,9.75,2.0,9.0,4.0,10.0,1.0,9.666666666666666,1.0,10.0,1.0,,,10,1.5,1.0,10,0.5
Derek Fisher,Sharna Burgess,Athlete,Arkansas,United States,43,25,Eliminated Week 4,11,6,6,6,,6.5,6,6.5,,7,7,7,,7,8,8,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,,,,,6.0,7.0,6.333333333333333,11.0,7.0,6.0,7.666666666666667,10.0,,,,,,,,,,,,,,,4,8.5,11.0,4,-2.5
Nikki Bella,Artem Chigvintsev,Athlete,California,United States,33,25,Eliminated Week 7,8,7,7,6,,6.5,6.5,6.5,,7,7,7,,8,8,8,,9,9,9,,9,9,9,9,8,8,8,,0,0,0,,0,0,0,,0,0,0,0,,,,,6.666666666666667,4.0,6.5,9.0,7.0,6.0,8.0,4.0,9.0,4.0,9.0,4.0,8.0,8.0,,,,,,,,,7,5.571428571428571,8.0,7,-2.428571428571429
