celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,agg_week_1,rank_of_week_1,agg_week_2,rank_of_week_2,agg_week_3,rank_of_week_3,agg_week_4,rank_of_week_4,agg_week_5,rank_of_week_5,agg_week_6,rank_of_week_6,agg_week_7,rank_of_week_7,agg_week_8,rank_of_week_8,agg_week_9,rank_of_week_9,agg_week_10,rank_of_week_10,agg_week_11,rank_of_week_11,episodes_participated
Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,22,Eliminated Week 9,5,8,6,7,,6,6,7,,7,6,7,,9,8,9,9,7,6,6,7,9,9,9,,8.5,8.5,9,,9,9,9,,9,9,9.5,,0,0,0,,,,,,7.0,4.0,6.333333333333333,9.0,6.666666666666667,8.0,8.75,3.0,6.5,9.0,9.0,3.0,8.666666666666666,5.0,9.0,5.0,9.166666666666666,5.0,,,,,9
Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,22,2nd Place,2,7,7,7,,8,8,8,,8,7,8,,9,9,9,9,8,8,7,8,9,10,9,,9,9,9.5,,10,9,9,,10,9.5,10,,10,9.6666,10,,,,,,7.0,4.0,8.0,1.0,7.666666666666667,3.0,9.0,1.0,7.75,4.0,9.333333333333334,2.0,9.166666666666666,2.0,9.333333333333334,4.0,9.833333333333334,2.0,9.888866666666667,1.0,,,10
Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72,22,Eliminated Week 2,12,5,4,4,,5,4,4,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,4.333333333333333,12.0,4.333333333333333,12.0,,,,,,,,,,,,,,,,,,,2
Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,22,1st Place,1,8,7,8,,7,6,7,,8,8,9,,8,8,9,9,9,10,9,9,8,8,9,,9.5,9,9.5,,10,9,10,,9.5,9.5,9.5,,9.6666,9.6666,9.6666,,,,,,7.666666666666667,1.0,6.666666666666667,5.0,8.333333333333334,1.0,8.5,5.0,9.25,1.0,8.333333333333334,4.0,9.333333333333334,1.0,9.666666666666666,3.0,9.5,3.0,9.6666,2.0,,,10
Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,22,3rd Place,3,8,7,8,,7,7,7,,7,7,7,,9,9,9,9,8,8,8,8,8,8,8,,9,9,9.5,,10,10,10,,9,9.5,9.5,,9.3333,9.6666,9.3333,,,,,,7.666666666666667,1.0,7.0,3.0,7.0,6.0,9.0,1.0,8.0,3.0,8.0,6.0,9.166666666666666,2.0,10.0,1.0,9.333333333333334,4.0,9.4444,3.0,,,10
Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,22,Eliminated Week 9,4,8,7,8,,8,8,8,,8,8,8,,8,9,9,9,8,7,7,8,10,9,10,,9,9,9.5,,8,8,9,,10,10,10,,0,0,0,,,,,,7.666666666666667,1.0,8.0,1.0,8.0,2.0,8.75,3.0,7.5,5.0,9.666666666666666,1.0,9.166666666666666,2.0,8.333333333333334,6.0,10.0,1.0,,,,,9
Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,22,Eliminated Week 4,10,7,7,7,,7,6,7,,7,7,7,,7,7,7,7,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,7.0,4.0,6.666666666666667,5.0,7.0,6.0,7.0,8.0,,,,,,,,,,,,,,,4
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,5,6,5,6,6,6,6,6,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,5.5,11.0,6.0,10.0,,,,,,,,,,,,,,,,,,,2
Maureen McCormick,Artem Chigvintsev,Actor/Actress,California,United States,60,23,Eliminated Week 7,8,6,5,5,6,7,6,6,7,7,7,7,7,8,8,8,,8,8,8,,8,7,8,8,8.5,8,8,8.5,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,5.5,11.0,6.5,8.0,7.0,5.0,8.0,4.0,8.0,6.0,7.75,6.0,8.25,6.0,,,,,,,,,7
Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,23,Eliminated Week 9,6,7,7,6,7,7,6,7,7,7,7,7,7,7,7,7,,9,9,9,,8,9,9,8,7.5,8,8.5,8,7,8,8,,9,9,9,9,0,0,0,,0,0,0,0,6.75,3.0,6.75,7.0,7.0,5.0,7.0,10.0,9.0,2.0,8.5,5.0,8.0,8.0,7.666666666666667,7.0,9.0,5.0,,,,,9
Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,23,Eliminated Week 8,7,6,6,6,6,6,6,6,6,6,7,6,6,7,7,8,,8,8,8,,7,8,8,7,8.5,8,8,8.5,8,9,9,,0,0,0,0,0,0,0,,0,0,0,0,6.0,9.0,6.0,10.0,6.25,8.0,7.333333333333333,9.0,8.0,6.0,7.5,7.0,8.25,6.0,8.666666666666666,5.0,,,,,,,8
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,7,6,6,7,7,7,7,7,8,8,8,8,8,7,8,,8,8,8,,9,10,9,9,9.5,9,9,9.5,10,10,10,,9,9,10,9,9,9.5,9.5,,9.3333,9.6666,9.6666,9.6666,6.5,5.0,7.0,6.0,8.0,1.0,7.666666666666667,6.0,8.0,6.0,9.25,3.0,9.25,1.0,10.0,3.0,9.25,4.0,9.333333333333334,5.0,9.583275,3.0,11
Laurie Hernandez,Valentin Chmerkovskiy,Athlete,New Jersey,United States,16,23,1st Place,1,8,8,7,8,8,8,8,8,7,8,8,8,10,10,10,,8,9,8,,9,9,9,10,8,8.5,9,9,11,11,11,,10,10,10,10,10,10,10,,9.6666,10,9.6666,10,7.75,1.0,8.0,1.0,7.75,2.0,10.0,1.0,8.333333333333334,5.0,9.25,3.0,8.625,3.0,11.0,2.0,10.0,1.0,10.0,1.0,9.833300000000001,1.0,11
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,6,6,6,6,6,6,6,6,7,6,6,6,8,8,8,,8,8,8,,7,7,7,7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,6.0,9.0,6.0,10.0,6.25,8.0,8.0,4.0,8.0,6.0,7.0,9.0,,,,,,,,,,,6
Rick Perry,Emma Slater,Politician,Texas,United States,66,23,Eliminated Week 3,12,5,5,5,5,6,5,6,5,6,5,6,6,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,5.0,13.0,5.5,13.0,5.75,11.0,,,,,,,,,,,,,,,,,3
James Hinchcliffe,Sharna Burgess,Racing Driver,,Canada,29,23,2nd Place,2,8,8,7,8,7,7,7,8,7,7,8,7,9,9,10,,10,9,10,,10,9,9,10,9.5,9,9,9.5,11.6666,11.6666,11.6666,,9,9,9,9,9.5,10,10,,9.6666,9.6666,9.6666,10,7.75,1.0,7.25,4.0,7.25,4.0,9.333333333333334,2.0,9.666666666666666,1.0,9.5,2.0,9.25,1.0,11.6666,1.0,9.0,5.0,9.833333333333334,3.0,9.74995,2.0,11
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,7,6,6,7,8,7,7,8,7,6,6,6,6,6,6,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,6.5,5.0,7.5,3.0,6.25,8.0,6.0,11.0,,,,,,,,,,,,,,,4
Vanilla Ice,Witney Carson,Singer/Rapper,Texas,United States,48,23,Eliminated Week 4,10,7,5,6,7,6,7,6,7,6,6,5,6,8,7,8,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,6.25,7.0,6.5,8.0,5.75,11.0,7.666666666666667,6.0,,,,,,,,,,,,,,,4
Jana Kramer,Gleb Savchenko,Singer/Rapper,Michigan,United States,32,23,Eliminated Week 11,4,7,6,6,8,7,8,7,7,6,7,6,7,8,7,8,,9,8,9,,10,10,10,10,8,8.5,9,9,10,10,10,,10,10,10,10,9.5,9.5,10,,8.5,9,9,9,6.75,3.0,7.25,4.0,6.5,7.0,7.666666666666667,6.0,8.666666666666666,4.0,10.0,1.0,8.625,3.0,10.0,3.0,10.0,1.0,9.666666666666666,4.0,8.875,4.0,11
Terra Jole,Sasha Farber,TV Personality,Texas,United States,36,23,Eliminated Week 10,5,7,6,6,6,8,7,8,8,8,7,8,7,9,8,8,,9,9,9,,7,8,8,7,8.5,8.5,9,8.5,8,8,8,,10,10,9,9,10,10,10,,0,0,0,0,6.25,7.0,7.75,2.0,7.5,3.0,8.333333333333334,3.0,9.0,2.0,7.5,7.0,8.625,3.0,8.0,6.0,9.5,3.0,10.0,1.0,,,10
Charo,Keo Motsepe,Actor/Actress,,Spain,66,24,Eliminated Week 3,11,6,5,5,5,6,6,7,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,5.25,10.0,6.25,9.0,6.0,9.0,,,,,,,,,,,,,,,,,3
Mr. T,Kym Herjavec,Actor/Actress,Illinois,United States,64,24,Eliminated Week 4,10,5,5,5,5,6,5,6,5,6,6,6,6,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,5.0,11.0,5.5,11.0,6.0,9.0,7.0,10.0,,,,,,,,,,,,,,,4
Heather Morris,Maksim Chmerkoskiy,Actor/Actress,California,United States,30,24,Eliminated Week 6,8,7,7,7,7,8,6,8,8,9,8,8,8,8,9,9,9,8,8,9,9,9,9.5,9,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,7.0,3.0,7.5,3.0,8.25,2.0,8.75,3.0,8.5,4.0,9.25,1.0,,,,,,,,,,,6
Nancy Kerrigan,Artem Chigvintsev,Athlete,Massachusetts,United States,47,24,Eliminated Week 7,7,7,7,7,7,7,7,7,7,8,9,8,8,8,9,8,8,9,9,9,9,8.5,8.5,8,8.5,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,7.0,3.0,7.0,5.0,8.25,2.0,8.25,4.0,9.0,3.0,8.375,5.0,9.0,4.0,,,,,,,,,7
Bonner Bolton,Sharna Burgess,Athlete,Texas,United States,29,24,Eliminated Week 8,5,6,5,5,6,8,5,8,7,6,6,6,6,8,8,8,8,7,8,8,7,8,8.5,7.5,7.5,7.5,7.5,8.5,7.5,7.5,7,7.5,7,0,0,0,0,0,0,0,0,,,,,5.5,9.0,7.0,5.0,6.0,9.0,8.0,5.0,7.5,8.0,7.875,6.0,7.75,7.0,7.25,5.0,,,,,,,8
Simone Biles,Sasha Farber,Athlete,Ohio,United States,20,24,Eliminated Week 9,4,8,8,8,8,7,7,7,8,7,8,9,8,9,9,9,9,9,9,10,10,8.5,8.5,8.5,9,10.5,9.5,9.5,9.5,9,9,9,9,10,10,10,10,0,0,0,0,,,,,8.0,1.0,7.25,4.0,8.0,4.0,9.0,2.0,9.5,2.0,8.625,4.0,9.75,2.0,9.0,3.0,10.0,1.0,,,,,9
David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,24,2nd Place,2,7,7,7,7,7,6,7,7,8,7,8,8,7,8,8,8,7,7,8,7,7.5,8.5,7.5,7.5,8,8,8,8,8,8,8.5,8,9,8.5,9,8.5,9,9,9.3333,9,,,,,7.0,3.0,6.75,8.0,7.75,5.0,7.75,7.0,7.25,9.0,7.75,7.0,8.0,6.0,8.125,4.0,8.75,4.0,9.083325,3.0,,,10
Rashad Jennings,Emma Slater,Athlete,Virginia,United States,32,24,1st Place,1,8,7,8,8,8,8,8,8,7,7,7,7,10,9,10,10,7,8,9,8,8.5,9.5,8.5,8.5,9.5,9.5,10.5,9.5,9.5,9,9.5,9.5,9.5,9,10,10,10,9.6666,10,10,,,,,7.75,2.0,8.0,1.0,7.0,6.0,9.75,1.0,8.0,6.0,8.75,3.0,9.75,2.0,9.375,2.0,9.625,2.0,9.91665,1.0,,,10
Chris Kattan,Witney Carson,Comedian,California,United States,46,24,Eliminated Week 2,12,5,4,4,4,6,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4.25,12.0,5.5,11.0,,,,,,,,,,,,,,,,,,,2
Erika Jayne,Gleb Savchenko,Singer/Rapper,Georgia,United States,45,24,Eliminated Week 5,9,6,6,6,6,7,7,7,7,6,7,7,6,8,7,7,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,6.0,7.0,7.0,5.0,6.5,7.0,7.5,8.0,8.0,6.0,,,,,,,,,,,,,5
Normani,Valentin Chmerkovskiy,Singer/Rapper,Georgia,United States,20,24,3rd Place,3,7,6,7,7,8,8,8,8,8,8,9,9,8,7,8,9,10,9,10,10,9,9.5,8,9.5,10.5,10.5,10.5,10.5,10,9.5,10,10,9.5,9.5,9.5,9.5,10,9.6666,9.6666,10,,,,,6.75,6.0,8.0,1.0,8.5,1.0,8.0,5.0,9.75,1.0,9.0,2.0,10.5,1.0,9.875,1.0,9.5,3.0,9.833300000000001,2.0,,,10
Nick Viall,Peta Murgatroyd,TV Personality,Wisconsin,United States,36,24,Eliminated Week 7,6,6,6,6,6,7,5,7,6,7,6,7,6,8,7,8,7,9,8,9,8,7.5,8,7.5,7.5,8,8,9,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,6.0,7.0,6.25,9.0,6.5,7.0,7.5,8.0,8.5,4.0,7.625,8.0,8.5,5.0,,,,,,,,,7
Sasha Pieterse,Gleb Savchenko,Actor/Actress,,South Africa,21,25,Eliminated Week 5,10,6,6,6,,8,7.5,7,,7,6,6,,8,8,8,,8,8,8,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,,,,,6.0,7.0,7.5,4.0,6.333333333333333,11.0,8.0,4.0,8.0,8.0,,,,,,,,,,,,,5
Frankie Muniz,Witney Carson,Actor/Actress,New Jersey,United States,31,25,3rd Place,3,7,6,6,,8,7.5,8.5,,7,7,7,,8,8,8,,10,9,10,,7,8,8,8,10,10,10,,9,8.5,9,,8.5,8,9,,9.7777,9.3333,9.7777,10,,,,,6.333333333333333,5.0,8.0,1.0,7.0,6.0,8.0,4.0,9.666666666666666,2.0,7.75,6.0,10.0,1.0,8.833333333333334,3.0,8.5,4.0,9.722175,3.0,,,10
Jordan Fisher,Lindsay Arnold,Actor/Actress,Alabama,United States,23,25,1st Place,1,8,7,7,,8,8,8,,9,7,9,,10,9,10,,10,10,10,,10,9,10,10,9,9,9,,10,10,10,,9.5,9.5,10,,10,10,10,10,,,,,7.333333333333333,1.0,8.0,1.0,8.333333333333334,2.0,9.666666666666666,1.0,10.0,1.0,9.75,2.0,9.0,4.0,10.0,1.0,9.666666666666666,1.0,10.0,1.0,,,10
Derek Fisher,Sharna Burgess,Athlete,Arkansas,United States,43,25,Eliminated Week 4,11,6,6,6,,6.5,6,6.5,,7,7,7,,7,8,8,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,,,,,6.0,7.0,6.333333333333333,11.0,7.0,6.0,7.666666666666667,10.0,,,,,,,,,,,,,,,4
Nikki Bella,Artem Chigvintsev,Athlete,California,United States,33,25,Eliminated Week 7,8,7,7,6,,6.5,6.5,6.5,,7,7,7,,8,8,8,,9,9,9,,9,9,9,9,8,8,8,,0,0,0,,0,0,0,,0,0,0,0,,,,,6.666666666666667,4.0,6.5,9.0,7.0,6.0,8.0,4.0,9.0,4.0,9.0,4.0,8.0,8.0,,,,,,,,,7
Terrell Owens,Cheryl Burke,Athlete,Alabama,United States,43,25,Eliminated Week 8,6,5,5,5,,6.5,6,7,,7,7,7,,8,8,8,,9,8,8,,9,9,10,9,8,8,8.5,,8.5,8.5,8.5,,0,0,0,,0,0,0,0,,,,,5.0,12.0,6.5,9.0,7.0,6.0,8.0,4.0,8.333333333333334,6.0,9.25,3.0,8.166666666666666,7.0,8.5,4.0,,,,,,,8
Victoria Arlen,Valentin Chmerkovskiy,Athlete,New Hamshire,United States,22,25,Eliminated Week 9,5,7,6,6,,7.5,7,7.5,,8,7,7,,9,9,9,,9,9,9,,8,8,7,8,9.5,9.5,9.5,,8,8,8,,9,9.5,9.5,,0,0,0,0,,,,,6.333333333333333,5.0,7.333333333333333,6.0,7.333333333333333,5.0,9.0,2.0,9.0,4.0,7.75,6.0,9.5,2.0,8.0,5.0,9.333333333333334,3.0,,,,,9
Barbara Corcoran,Keo Motsepe,Entrepreneur,New Jersey,United States,68,25,Eliminated Week 2,13,5,4,5,,6,5,6,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,,,,,4.666666666666667,13.0,5.666666666666667,13.0,,,,,,,,,,,,,,,,,,,2
Lindsey Stirling,Mark Ballas,Musician,California,United States,31,25,2nd Place,2,7,8,7,,7.5,7.5,7.5,,9,9,9,,9,8,9,,9,10,9,,10,10,10,10,8.5,8.5,8.5,,9.5,8.5,9,,9.5,9,10,,10,10,10,10,,,,,7.333333333333333,1.0,7.5,4.0,9.0,1.0,8.666666666666666,3.0,9.333333333333334,3.0,10.0,1.0,8.5,6.0,9.0,2.0,9.5,2.0,10.0,1.0,,,10
Debbie Gibson,Alan Bersten,Singer/Rapper,New York,United States,47,25,Eliminated Week 2,12,6,5,6,,7,6.5,7,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,,,,,5.666666666666667,10.0,6.833333333333333,7.0,,,,,,,,,,,,,,,,,,,2
Nick Lachey,Peta Murgatroyd,Singer/Rapper,Kentucky,United States,43,25,Eliminated Week 6,9,6,6,6,,7,6,6,,7,7,7,,8,7,7,,7,8,7,,7,6,7,6,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,,,,,6.0,7.0,6.333333333333333,11.0,7.0,6.0,7.333333333333333,11.0,7.333333333333333,10.0,6.5,9.0,,,,,,,,,,,6
Drew Scott,Emma Slater,TV Personality,,Canada,39,25,Eliminated Week 10,4,6,5,5,,7,6.5,7,,8,7,8,,8,8,8,,9,8,8,,7,7,9,7,9.5,9.5,9.5,,8,7.5,8,,8,8,8,,9,9.5,9.5,9.5,,,,,5.333333333333333,11.0,6.833333333333333,7.0,7.666666666666667,3.0,8.0,4.0,8.333333333333334,6.0,7.5,8.0,9.5,2.0,7.833333333333333,6.0,8.0,5.0,9.375,4.0,,,10
Vanessa Lachey,Maksim Chmerkoskiy,TV Personality,,Philippines,36,25,Eliminated Week 7,7,7,7,7,,8,8,7.5,,7,8,8,,8,8,8,,8,8,8,,9,9,9,9,9,9,9,,0,0,0,,0,0,0,,0,0,0,0,,,,,7.0,3.0,7.833333333333333,3.0,7.666666666666667,3.0,8.0,4.0,8.0,8.0,9.0,4.0,9.0,4.0,,,,,,,,,7
Jamie Anderson,Artem Chigvintsev,Athlete,California,United States,27,26,Eliminated Week 1,10,6,7,6,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.333333333333333,8.0,,,,,,,,,,,,,,,,,,,,,1
Johnny Damon,Emma Slater,Athlete,Kansas,United States,44,26,Eliminated Week 1,9,6,6,6,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,9.0,,,,,,,,,,,,,,,,,,,,,1
Kareem Abdul-Jabbar,Lindsay Arnold,Athlete,New York,United States,71,26,Eliminated Week 2,8,6,5,6,,7.5,8,7,7,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.666666666666667,10.0,7.375,8.0,,,,,,,,,,,,,,,,,,,2
Arike Ogunbowale,Gleb Savchenko,Athlete,Wisconsin,United States,21,26,Eliminated Week 2,7,7,6,7,,8.5,9.5,8.5,8.5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.666666666666667,7.0,8.75,3.0,,,,,,,,,,,,,,,,,,,2
Jennie Finch Daigle,Keo Motsepe,Athlete,California,United States,37,26,Eliminated Week 3,6,7,7,7,,7.5,8.5,8,7.5,7,8,7,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,5.0,7.875,6.0,7.25,6.0,,,,,,,,,,,,,,,,,3
Chris Mazdzer,Witney Carson,Athlete,Massachusetts,United States,29,26,Eliminated Week 3,5,7,7,7,,8.5,8.5,8,8,8,9,7,9,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,5.0,8.25,4.0,8.25,5.0,,,,,,,,,,,,,,,,,3
Mirai Nagasu,Alan Bersten,Athlete,California,United States,25,26,Eliminated Week 3,4,7,8,8,,9,10,9,9,9,9,8,9,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.666666666666667,3.0,9.25,1.0,8.75,3.0,,,,,,,,,,,,,,,,,3
Tonya Harding,Sasha Farber,Athlete,Oregon,United States,47,26,3rd Place,3,8,8,7,,8,9,8,8,8.5,9.5,8.5,8.5,9,9.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.666666666666667,3.0,8.25,4.0,8.75,3.0,9.333333333333334,3.0,,,,,,,,,,,,,,,4
Josh Norman,Sharna Burgess,Athlete,South Carolina,United States,30,26,2nd Place,2,8,8,8,,7.5,8,8,8,9.5,9.5,9.5,9.5,9.5,9.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,7.875,6.0,9.5,2.0,9.5,2.0,,,,,,,,,,,,,,,4
Adam Rippon,Jenna Johnson,Athlete,Pennsylvania,United States,28,26,1st Place,1,8,8,8,,9,9.5,9,9.5,10.5,10.5,9.5,10.5,9.5,9.5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,9.25,1.0,10.25,1.0,9.666666666666666,1.0,,,,,,,,,,,,,,,4
Juan Pablo Di Pace,Cheryl Burke,Actor/Actress,,Argentina,39,27,Eliminated Week 8,5,7,7,8,,9,8,9,,10,10,10,,8,8,8,,10,9,10,,10,10,10,,9.5,9,9.5,,10,10,10,,0,0,0,,,,,,,,,,7.333333333333333,3.0,8.666666666666666,1.0,10.0,1.0,8.0,5.0,9.666666666666666,1.0,10.0,1.0,9.333333333333334,3.0,10.0,1.0,,,,,,,8
Evanna Lynch,Keo Motsepe,Actor/Actress,,Ireland,27,27,3rd Place,3,7,5,6,,8,8,8,,9,9,9,,8,8,8,,8,8,8,,10,9,10,,10,9.5,10,,10,9.5,9.5,,10,10,10,,,,,,,,,,6.0,9.0,8.0,5.0,9.0,2.0,8.0,5.0,8.0,6.0,9.666666666666666,3.0,9.833333333333334,1.0,9.666666666666666,2.0,10.0,1.0,,,,,9
Nancy McKeon,Valentin Chmerkovskiy,Actor/Actress,New York,United States,52,27,Eliminated Week 3,11,6.5,6.5,6.5,,7,6.5,7,,8,7,7,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,,,,,6.5,8.0,6.833333333333333,9.0,7.333333333333333,9.0,,,,,,,,,,,,,,,,,3
John Schneider,Emma Slater,Actor/Actress,New York,United States,58,27,Eliminated Week 7,8,7,5,6,,7.5,6.5,7.5,,7,7,7,,7,7,7,,8,8,8,,6,7,6,,9,9,9,,0,0,0,,0,0,0,,,,,,,,,,6.0,9.0,7.166666666666667,8.0,7.0,10.0,7.0,8.0,8.0,6.0,6.333333333333333,9.0,9.0,5.0,,,,,,,,,7
Milo Manheim,Witney Carson,Actor/Actress,California,United States,17,27,2nd Place,2,7,6,7,,9,8,9,,9,9,9,,10,9,10,,9,8,10,,10,10,10,,10,9,10,,9,9,9.5,,10,10,10,,,,,,,,,,6.666666666666667,5.0,8.666666666666666,1.0,9.0,2.0,9.666666666666666,1.0,9.0,3.0,10.0,1.0,9.666666666666666,2.0,9.166666666666666,4.0,10.0,1.0,,,,,9
Danelle Umstead,Artem Chigvintsev,Athlete,New Mexico,United States,46,27,Eliminated Week 2,12,6,6,6,,6.5,6,6,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,,,,,6.0,9.0,6.166666666666667,11.0,,,,,,,,,,,,,,,,,,,2
Mary Lou Retton,Sasha Farber,Athlete,West Virginia,United States,50,27,Eliminated Week 6,9,6.5,7,6.5,,8,7.5,7.5,,8,8,8,,9,8,9,,9,8,8,,8,8,8,,0,0,0,,0,0,0,,0,0,0,,,,,,,,,,6.666666666666667,5.0,7.666666666666667,7.0,8.0,7.0,8.666666666666666,2.0,8.333333333333334,5.0,8.0,6.0,,,,,,,,,,,6
DeMarcus Ware,Lindsay Arnold,Athlete,Alabama,United States,36,27,Eliminated Week 7,7,8,7,8,,8,7.5,8,,9,8,9,,7,7,8,,9,8,9,,8,9,9,,9,8.5,9,,0,0,0,,0,0,0,,,,,,,,,,7.666666666666667,1.0,7.833333333333333,6.0,8.666666666666666,5.0,7.333333333333333,7.0,8.666666666666666,4.0,8.666666666666666,5.0,8.833333333333334,6.0,,,,,,,,,7
Nikki Glaser,Gleb Savchenko,Comedian,Ohio,United States,34,27,Eliminated Week 1,13,6,5.5,6,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,,,,,5.833333333333333,12.0,,,,,,,,,,,,,,,,,,,,,1
Bobby Bones,Sharna Burgess,Radio Personality,Arkansas,United States,38,27,1st Place,1,7,6,7,,7,6,6.5,,8,7,8,,7,6,7,,7,7,7,,8,7,7,,9,8.5,9,,7.5,7.5,7.5,,9,9,9,,,,,,,,,,6.666666666666667,5.0,6.5,10.0,7.666666666666667,8.0,6.666666666666667,9.0,7.0,8.0,7.333333333333333,7.0,8.833333333333334,6.0,7.5,6.0,9.0,4.0,,,,,9
Tinashe,Brandon Armstrong,Singer/Rapper,Kentucky,United States,25,27,Eliminated Week 4,10,8,7,8,,9,8,9,,9,9,9,,9,8,9,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,,,,,7.666666666666667,1.0,8.666666666666666,1.0,9.0,2.0,8.666666666666666,2.0,,,,,,,,,,,,,,,4
Alexis Ren,Alan Bersten,Social Media Personality,California,United States,21,27,4th Place,4,7,7.5,7.5,,8,8.5,8,,9,8,9,,8,8,9,,10,9,10,,9,9,9,,9,9,9.5,,9.5,9.5,10,,9.5,9.5,9.5,,,,,,,,,,7.333333333333333,3.0,8.166666666666666,4.0,8.666666666666666,5.0,8.333333333333334,4.0,9.666666666666666,1.0,9.0,4.0,9.166666666666666,4.0,9.666666666666666,2.0,9.5,3.0,,,,,9
