season,week,celebrity_name,ballroom_partner,results,placement,judge1_score,judge2_score,judge3_score,judge4_score,total_judge_score,judge_rank,judge_percent,active,true_elim_flag,exit_type,exit_week,data_anomaly_zero_score
16,1,Dorothy Hamill,Tristan MacManus,Withdrew,12,7.0,7.0,7.0,,21.0,3.0,0.09170305676855896,True,0,withdrew,2.0,False
16,1,Victor Ortiz,Lindsay Arnold,Eliminated Week 6,8,6.0,6.0,6.0,,18.0,9.0,0.07860262008733625,True,0,eliminated,6.0,False
16,1,Alexandra Raisman,Mark Ballas,Eliminated Week 10,4,7.0,7.0,7.0,,21.0,3.0,0.09170305676855896,True,0,eliminated,10.0,False
16,1,Jacoby Jones,Karina Smirnoff,3rd Place,3,7.0,6.0,7.0,,20.0,5.5,0.08733624454148471,True,0,finished,10.0,False
16,1,D. L. Hughley,Cheryl Burke,Eliminated Week 5,9,4.0,4.0,4.0,,12.0,12.0,0.05240174672489083,True,0,eliminated,5.0,False
16,1,Andy Dick,Sharna Burgess,Eliminated Week 7,7,6.0,5.0,6.0,,17.0,11.0,0.07423580786026202,True,0,eliminated,7.0,False
16,1,Wynonna Judd,Tony Dovolani,Eliminated Week 3,11,6.0,6.0,6.0,,18.0,9.0,0.07860262008733625,True,0,eliminated,3.0,False
16,1,Kellie Pickler,Derek Hough,1st Place,1,7.0,7.0,7.0,,21.0,3.0,0.09170305676855896,True,0,finished,10.0,False
16,1,Lisa Vanderpump,Gleb Savchenko,Eliminated Week 4,10,6.0,6.0,6.0,,18.0,9.0,0.07860262008733625,True,0,eliminated,4.0,False
16,1,Sean Lowe,Peta Murgatroyd,Eliminated Week 8,6,7.0,6.0,6.0,,19.0,7.0,0.08296943231441048,True,0,eliminated,8.0,False
17,1,Valerie Harper,Tristan MacManus,Eliminated Week 4,10,7.0,7.0,7.0,,21.0,8.5,0.08203125,True,0,eliminated,4.0,False
17,1,Brant Daugherty,Peta Murgatroyd,Eliminated Week 8,7,7.0,8.0,7.0,,22.0,6.5,0.0859375,True,0,eliminated,8.0,False
17,1,Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Eliminated Week 9,6,8.0,8.0,8.0,,24.0,2.5,0.09375,True,0,eliminated,9.0,False
17,1,Leah Remini,Tony Dovolani,Eliminated Week 10,5,7.0,7.0,7.0,,21.0,8.5,0.08203125,True,0,eliminated,10.0,False
17,1,Corbin Bleu,Karina Smirnoff,2nd Place,2,8.0,8.0,8.0,,24.0,2.5,0.09375,True,0,finished,11.0,False
17,1,Amber Riley,Derek Hough,1st Place,1,9.0,9.0,9.0,,27.0,1.0,0.10546875,True,0,finished,11.0,False
17,1,Keyshawn Johnson,Sharna Burgess,Eliminated Week 2,12,6.0,5.0,6.0,,17.0,11.0,0.06640625,True,0,eliminated,2.0,False
17,1,Bill Engvall,Emma Slater,Eliminated Week 11,4,6.0,6.0,6.0,,18.0,10.0,0.0703125,True,0,eliminated,11.0,False
17,1,Christina Milian,Mark Ballas,Eliminated Week 5,9,7.0,7.0,8.0,,22.0,6.5,0.0859375,True,0,eliminated,5.0,False
17,1,"Nicole ""Snooki"" Polizzi",Sasha Farber,Eliminated Week 7,8,8.0,8.0,7.0,,23.0,4.5,0.08984375,True,0,eliminated,7.0,False
17,1,Jack Osbourne,Cheryl Burke,3rd Place,3,8.0,8.0,7.0,,23.0,4.5,0.08984375,True,0,finished,11.0,False
17,1,Bill Nye,Tyne Stecklein,Eliminated Week 3,11,5.0,4.0,5.0,,14.0,12.0,0.0546875,True,0,eliminated,3.0,False
18,1,Billy Dee Williams,Emma Slater,Withdrew,10,5.0,5.0,5.0,,15.0,12.0,0.05725190839694656,True,0,withdrew,2.0,False
18,1,Danica McKellar,Valentin Chmerkovskiy,Eliminated Week 8,6,8.0,8.0,8.0,,24.0,4.0,0.0916030534351145,True,0,eliminated,8.0,False
18,1,James Maslow,Peta Murgatroyd,Eliminated Week 10,4,7.0,7.0,7.0,,21.0,8.0,0.08015267175572519,True,0,eliminated,10.0,False
18,1,Candace Cameron Bure,Mark Ballas,3rd Place,3,9.0,8.0,8.0,,25.0,2.0,0.09541984732824428,True,0,finished,10.0,False
18,1,Sean Avery,Karina Smirnoff,Eliminated Week 2,11,7.0,6.0,7.0,,20.0,10.0,0.07633587786259542,True,0,eliminated,2.0,False
18,1,Diana Nyad,Henry Byalikov,Eliminated Week 2,12,6.0,6.0,6.0,,18.0,11.0,0.06870229007633588,True,0,eliminated,2.0,False
18,1,Charlie White,Sharna Burgess,Eliminated Week 9,5,9.0,9.0,9.0,,27.0,1.0,0.10305343511450382,True,0,eliminated,9.0,False
18,1,Amy Purdy,Derek Hough,2nd Place,2,8.0,8.0,8.0,,24.0,4.0,0.0916030534351145,True,0,finished,10.0,False
18,1,Meryl Davis,Maksim Chmerkoskiy,1st Place,1,8.0,8.0,8.0,,24.0,4.0,0.0916030534351145,True,0,finished,10.0,False
18,1,Drew Carey,Cheryl Burke,Eliminated Week 6,8,7.0,7.0,7.0,,21.0,8.0,0.08015267175572519,True,0,eliminated,6.0,False
18,1,Cody Simpson,Witney Carson,Eliminated Week 5,9,7.0,7.0,8.0,,22.0,6.0,0.08396946564885496,True,0,eliminated,5.0,False
18,1,NeNe Leakes,Tony Dovolani,Eliminated Week 7,7,7.0,7.0,7.0,,21.0,8.0,0.08015267175572519,True,0,eliminated,7.0,False
19,1,Antonio Sabato Jr.,Cheryl Burke,Eliminated Week 7,8,6.0,6.0,6.0,7.0,25.0,10.5,0.06720430107526881,True,0,eliminated,7.0,False
19,1,Jonathan Bennett,Allison Holker,Eliminated Week 6,9,8.0,7.0,7.0,8.0,30.0,6.0,0.08064516129032258,True,0,eliminated,6.0,False
19,1,Lea Thompson,Artem Chigvintsev,Eliminated Week 9,6,8.0,8.0,8.0,8.0,32.0,3.5,0.08602150537634409,True,0,eliminated,9.0,False
19,1,Janel Parrish,Valentin Chmerkovskiy,3rd Place,3,7.0,7.0,7.0,8.0,29.0,7.5,0.07795698924731183,True,0,finished,11.0,False
19,1,Alfonso Ribeiro,Witney Carson,1st Place,1,9.0,9.0,9.0,9.0,36.0,1.0,0.0967741935483871,True,0,finished,11.0,False
19,1,Lolo Jones,Keo Motsepe,Eliminated Week 1,13,6.0,6.0,5.0,5.0,22.0,12.0,0.05913978494623656,True,1,eliminated,1.0,False
19,1,Randy Couture,Karina Smirnoff,Eliminated Week 3,11,8.0,7.0,8.0,8.0,31.0,5.0,0.08333333333333333,True,0,eliminated,3.0,False
19,1,Tommy Chong,Peta Murgatroyd,Eliminated Week 10,5,7.0,6.0,7.0,7.0,27.0,9.0,0.07258064516129033,True,0,eliminated,10.0,False
19,1,Betsey Johnson,Tony Dovolani,Eliminated Week 4,10,5.0,5.0,5.0,5.0,20.0,13.0,0.053763440860215055,True,0,eliminated,4.0,False
19,1,Michael Waltrip,Emma Slater,Eliminated Week 8,7,7.0,6.0,6.0,6.0,25.0,10.5,0.06720430107526881,True,0,eliminated,8.0,False
19,1,Tavis Smiley,Sharna Burgess,Eliminated Week 2,12,7.0,7.0,8.0,7.0,29.0,7.5,0.07795698924731183,True,0,eliminated,2.0,False
19,1,Bethany Mota,Derek Hough,Eliminated Week 11,4,8.0,8.0,8.0,8.0,32.0,3.5,0.08602150537634409,True,0,eliminated,11.0,False
19,1,Sadie Robertson,Mark Ballas,2nd Place,2,8.0,8.0,9.0,9.0,34.0,2.0,0.0913978494623656,True,0,finished,11.0,False
20,1,Suzanne Somers,Tony Dovolani,Eliminated Week 5,9,6.0,6.0,6.0,7.0,25.0,9.0,0.07861635220125786,True,0,eliminated,5.0,False
20,1,Willow Shields,Mark Ballas,Eliminated Week 7,7,6.0,6.0,6.0,7.0,25.0,9.0,0.07861635220125786,True,0,eliminated,7.0,False
20,1,Riker Lynch,Allison Holker,2nd Place,2,8.0,7.0,8.0,8.0,31.0,2.0,0.09748427672955975,True,0,finished,10.0,False
20,1,Rumer Willis,Valentin Chmerkovskiy,1st Place,1,8.0,8.0,8.0,8.0,32.0,1.0,0.10062893081761007,True,0,finished,10.0,False
20,1,Nastia Liukin,Derek Hough,Eliminated Week 9,4,7.0,7.0,8.0,8.0,30.0,3.0,0.09433962264150944,True,0,eliminated,9.0,False
20,1,Michael Sam,Peta Murgatroyd,Eliminated Week 4,10,6.0,6.0,7.0,7.0,26.0,6.0,0.08176100628930817,True,0,eliminated,4.0,False
20,1,Robert Herjavec,Kym Johnson,Eliminated Week 8,6,7.0,7.0,7.0,7.0,28.0,4.0,0.0880503144654088,True,0,eliminated,8.0,False
20,1,Charlotte McKinney,Keo Motsepe,Eliminated Week 3,11,6.0,5.0,5.0,6.0,22.0,11.5,0.06918238993710692,True,0,eliminated,3.0,False
20,1,Noah Galloway,Sharna Burgess,3rd Place,3,7.0,6.0,6.0,7.0,26.0,6.0,0.08176100628930817,True,0,finished,10.0,False
20,1,Redfoo,Emma Slater,Eliminated Week 2,12,6.0,5.0,5.0,6.0,22.0,11.5,0.06918238993710692,True,0,eliminated,2.0,False
20,1,Patti LaBelle,Artem Chigvintsev,Eliminated Week 6,8,7.0,6.0,6.0,6.0,25.0,9.0,0.07861635220125786,True,0,eliminated,6.0,False
20,1,Chris Soules,Witney Carson,Eliminated Week 8,5,7.0,6.0,6.0,7.0,26.0,6.0,0.08176100628930817,True,0,eliminated,8.0,False
21,1,Gary Busey,Anna Trebunskaya,Eliminated Week 4,10,5.0,5.0,5.0,,15.0,10.0,0.06,True,0,eliminated,4.0,False
21,1,Alexa PenaVega,Mark Ballas,Eliminated Week 9,6,7.0,7.0,8.0,,22.0,5.5,0.088,True,0,eliminated,9.0,False
21,1,Carlos PenaVega,Witney Carson,Eliminated Week 11,4,8.0,8.0,7.0,,23.0,3.5,0.092,True,0,eliminated,11.0,False
21,1,Victor Espinoza,Karina Smirnoff,Eliminated Week 2,12,5.0,5.0,5.0,,15.0,10.0,0.06,True,0,eliminated,2.0,False
21,1,Alek Skarlatos,Lindsay Arnold,3rd Place,3,8.0,7.0,7.0,,22.0,5.5,0.088,True,0,finished,11.0,False
21,1,Chaka Khan,Keo Motsepe,Eliminated Week 2,13,5.0,4.0,4.0,,13.0,12.0,0.052,True,0,eliminated,2.0,False
21,1,Andy Grammer,Allison Holker,Eliminated Week 8,7,7.0,7.0,7.0,,21.0,7.5,0.084,True,0,eliminated,8.0,False
21,1,Tamar Braxton,Valentin Chmerkovskiy,Withdrew,5,8.0,7.0,8.0,,23.0,3.5,0.092,True,0,withdrew,9.0,False
21,1,Nick Carter,Sharna Burgess,2nd Place,2,8.0,8.0,8.0,,24.0,1.5,0.096,True,0,finished,11.0,False
21,1,Hayes Grier,Emma Slater,Eliminated Week 7,8,7.0,7.0,7.0,,21.0,7.5,0.084,True,0,eliminated,7.0,False
21,1,Bindi Irwin,Derek Hough,1st Place,1,8.0,8.0,8.0,,24.0,1.5,0.096,True,0,finished,11.0,False
21,1,Kim Zolciak-Biermann,Tony Dovolani,Withdrew,11,4.0,4.0,4.0,,12.0,13.0,0.048,True,0,withdrew,2.0,False
21,1,Paula Deen,Louis van Amstel,Eliminated Week 6,9,5.0,5.0,5.0,,15.0,10.0,0.06,True,0,eliminated,6.0,False
22,1,Mischa Barton,Artem Chigvintsev,Eliminated Week 3,11,5.0,5.0,6.0,,16.0,10.0,0.06751054852320675,True,0,eliminated,3.0,False
22,1,Kim Fields,Sasha Farber,Eliminated Week 7,8,7.0,6.0,7.0,,20.0,8.5,0.08438818565400844,True,0,eliminated,7.0,False
22,1,Jodie Sweetin,Keo Motsepe,Eliminated Week 8,6,7.0,6.0,7.0,,20.0,8.5,0.08438818565400844,True,0,eliminated,8.0,False
22,1,Doug Flutie,Karina Smirnoff,Eliminated Week 6,9,5.0,5.0,5.0,,15.0,11.0,0.06329113924050633,True,0,eliminated,6.0,False
22,1,Von Miller,Witney Carson,Eliminated Week 7,7,8.0,6.0,7.0,,21.0,5.5,0.08860759493670886,True,0,eliminated,7.0,False
22,1,Antonio Brown,Sharna Burgess,Eliminated Week 9,5,8.0,6.0,7.0,,21.0,5.5,0.08860759493670886,True,0,eliminated,9.0,False
22,1,Paige VanZant,Mark Ballas,2nd Place,2,7.0,7.0,7.0,,21.0,5.5,0.08860759493670886,True,0,finished,10.0,False
22,1,Geraldo Rivera,Edyta Sliwinska,Eliminated Week 2,12,5.0,4.0,4.0,,13.0,12.0,0.05485232067510549,True,0,eliminated,2.0,False
22,1,Nyle DiMarco,Peta Murgatroyd,1st Place,1,8.0,7.0,8.0,,23.0,2.0,0.0970464135021097,True,0,finished,10.0,False
22,1,Ginger Zee,Valentin Chmerkovskiy,3rd Place,3,8.0,7.0,8.0,,23.0,2.0,0.0970464135021097,True,0,finished,10.0,False
22,1,Wanya Morris,Lindsay Arnold,Eliminated Week 9,4,8.0,7.0,8.0,,23.0,2.0,0.0970464135021097,True,0,eliminated,9.0,False
22,1,Marla Maples,Tony Dovolani,Eliminated Week 4,10,7.0,7.0,7.0,,21.0,5.5,0.08860759493670886,True,0,eliminated,4.0,False
23,1,Jake T. Austin,Jenna Johnson,Eliminated Week 2,13,5.0,6.0,5.0,6.0,22.0,11.5,0.06666666666666667,True,0,eliminated,2.0,False
23,1,Maureen McCormick,Artem Chigvintsev,Eliminated Week 7,8,6.0,5.0,5.0,6.0,22.0,11.5,0.06666666666666667,True,0,eliminated,7.0,False
23,1,Marilu Henner,Derek Hough,Eliminated Week 9,6,7.0,7.0,6.0,7.0,27.0,3.5,0.08181818181818182,True,0,eliminated,9.0,False
23,1,Ryan Lochte,Cheryl Burke,Eliminated Week 8,7,6.0,6.0,6.0,6.0,24.0,9.5,0.07272727272727272,True,0,eliminated,8.0,False
23,1,Calvin Johnson Jr.,Lindsay Arnold,3rd Place,3,7.0,6.0,6.0,7.0,26.0,5.5,0.07878787878787878,True,0,finished,11.0,False
23,1,Laurie Hernandez,Valentin Chmerkovskiy,1st Place,1,8.0,8.0,7.0,8.0,31.0,1.5,0.09393939393939393,True,0,finished,11.0,False
23,1,Amber Rose,Maksim Chmerkoskiy,Eliminated Week 6,9,6.0,6.0,6.0,6.0,24.0,9.5,0.07272727272727272,True,0,eliminated,6.0,False
23,1,Rick Perry,Emma Slater,Eliminated Week 3,12,5.0,5.0,5.0,5.0,20.0,13.0,0.06060606060606061,True,0,eliminated,3.0,False
23,1,James Hinchcliffe,Sharna Burgess,2nd Place,2,8.0,8.0,7.0,8.0,31.0,1.5,0.09393939393939393,True,0,finished,11.0,False
23,1,Babyface,Allison Holker,Eliminated Week 4,11,7.0,6.0,6.0,7.0,26.0,5.5,0.07878787878787878,True,0,eliminated,4.0,False
23,1,Vanilla Ice,Witney Carson,Eliminated Week 4,10,7.0,5.0,6.0,7.0,25.0,7.5,0.07575757575757576,True,0,eliminated,4.0,False
23,1,Jana Kramer,Gleb Savchenko,Eliminated Week 11,4,7.0,6.0,6.0,8.0,27.0,3.5,0.08181818181818182,True,0,eliminated,11.0,False
23,1,Terra Jole,Sasha Farber,Eliminated Week 10,5,7.0,6.0,6.0,6.0,25.0,7.5,0.07575757575757576,True,0,eliminated,10.0,False
24,1,Charo,Keo Motsepe,Eliminated Week 3,11,6.0,5.0,5.0,5.0,21.0,10.0,0.0695364238410596,True,0,eliminated,3.0,False
24,1,Mr. T,Kym Herjavec,Eliminated Week 4,10,5.0,5.0,5.0,5.0,20.0,11.0,0.06622516556291391,True,0,eliminated,4.0,False
24,1,Heather Morris,Maksim Chmerkoskiy,Eliminated Week 6,8,7.0,7.0,7.0,7.0,28.0,4.0,0.09271523178807947,True,0,eliminated,6.0,False
24,1,Nancy Kerrigan,Artem Chigvintsev,Eliminated Week 7,7,7.0,7.0,7.0,7.0,28.0,4.0,0.09271523178807947,True,0,eliminated,7.0,False
24,1,Bonner Bolton,Sharna Burgess,Eliminated Week 8,5,6.0,5.0,5.0,6.0,22.0,9.0,0.0728476821192053,True,0,eliminated,8.0,False
24,1,Simone Biles,Sasha Farber,Eliminated Week 9,4,8.0,8.0,8.0,8.0,32.0,1.0,0.10596026490066225,True,0,eliminated,9.0,False
24,1,David Ross,Lindsay Arnold,2nd Place,2,7.0,7.0,7.0,7.0,28.0,4.0,0.09271523178807947,True,0,finished,10.0,False
24,1,Rashad Jennings,Emma Slater,1st Place,1,8.0,7.0,8.0,8.0,31.0,2.0,0.10264900662251655,True,0,finished,10.0,False
24,1,Chris Kattan,Witney Carson,Eliminated Week 2,12,5.0,4.0,4.0,4.0,17.0,12.0,0.056291390728476824,True,0,eliminated,2.0,False
24,1,Erika Jayne,Gleb Savchenko,Eliminated Week 5,9,6.0,6.0,6.0,6.0,24.0,7.5,0.07947019867549669,True,0,eliminated,5.0,False
24,1,Normani,Valentin Chmerkovskiy,3rd Place,3,7.0,6.0,7.0,7.0,27.0,6.0,0.08940397350993377,True,0,finished,10.0,False
24,1,Nick Viall,Peta Murgatroyd,Eliminated Week 7,6,6.0,6.0,6.0,6.0,24.0,7.5,0.07947019867549669,True,0,eliminated,7.0,False
25,1,Sasha Pieterse,Gleb Savchenko,Eliminated Week 5,10,6.0,6.0,6.0,,18.0,8.0,0.07531380753138076,True,0,eliminated,5.0,False
25,1,Frankie Muniz,Witney Carson,3rd Place,3,7.0,6.0,6.0,,19.0,5.5,0.0794979079497908,True,0,finished,10.0,False
25,1,Jordan Fisher,Lindsay Arnold,1st Place,1,8.0,7.0,7.0,,22.0,1.5,0.09205020920502092,True,0,finished,10.0,False
25,1,Derek Fisher,Sharna Burgess,Eliminated Week 4,11,6.0,6.0,6.0,,18.0,8.0,0.07531380753138076,True,0,eliminated,4.0,False
25,1,Nikki Bella,Artem Chigvintsev,Eliminated Week 7,8,7.0,7.0,6.0,,20.0,4.0,0.08368200836820083,True,0,eliminated,7.0,False
25,1,Terrell Owens,Cheryl Burke,Eliminated Week 8,6,5.0,5.0,5.0,,15.0,12.0,0.06276150627615062,True,0,eliminated,8.0,False
25,1,Victoria Arlen,Valentin Chmerkovskiy,Eliminated Week 9,5,7.0,6.0,6.0,,19.0,5.5,0.0794979079497908,True,0,eliminated,9.0,False
25,1,Barbara Corcoran,Keo Motsepe,Eliminated Week 2,13,5.0,4.0,5.0,,14.0,13.0,0.058577405857740586,True,0,eliminated,2.0,False
25,1,Lindsey Stirling,Mark Ballas,2nd Place,2,7.0,8.0,7.0,,22.0,1.5,0.09205020920502092,True,0,finished,10.0,False
25,1,Debbie Gibson,Alan Bersten,Eliminated Week 2,12,6.0,5.0,6.0,,17.0,10.0,0.07112970711297072,True,0,eliminated,2.0,False
25,1,Nick Lachey,Peta Murgatroyd,Eliminated Week 6,9,6.0,6.0,6.0,,18.0,8.0,0.07531380753138076,True,0,eliminated,6.0,False
25,1,Drew Scott,Emma Slater,Eliminated Week 10,4,6.0,5.0,5.0,,16.0,11.0,0.06694560669456066,True,0,eliminated,10.0,False
25,1,Vanessa Lachey,Maksim Chmerkoskiy,Eliminated Week 7,7,7.0,7.0,7.0,,21.0,3.0,0.08786610878661087,True,0,eliminated,7.0,False
26,1,Jamie Anderson,Artem Chigvintsev,Eliminated Week 1,10,6.0,7.0,6.0,,19.0,8.0,0.09047619047619047,True,1,eliminated,1.0,False
26,1,Johnny Damon,Emma Slater,Eliminated Week 1,9,6.0,6.0,6.0,,18.0,9.0,0.08571428571428572,True,1,eliminated,1.0,False
26,1,Kareem Abdul-Jabbar,Lindsay Arnold,Eliminated Week 2,8,6.0,5.0,6.0,,17.0,10.0,0.08095238095238096,True,0,eliminated,2.0,False
26,1,Arike Ogunbowale,Gleb Savchenko,Eliminated Week 2,7,7.0,6.0,7.0,,20.0,7.0,0.09523809523809523,True,0,eliminated,2.0,False
26,1,Jennie Finch Daigle,Keo Motsepe,Eliminated Week 3,6,7.0,7.0,7.0,,21.0,5.5,0.1,True,0,eliminated,3.0,False
26,1,Chris Mazdzer,Witney Carson,Eliminated Week 3,5,7.0,7.0,7.0,,21.0,5.5,0.1,True,0,eliminated,3.0,False
26,1,Mirai Nagasu,Alan Bersten,Eliminated Week 3,4,7.0,8.0,8.0,,23.0,3.5,0.10952380952380952,True,0,eliminated,3.0,False
26,1,Tonya Harding,Sasha Farber,3rd Place,3,8.0,8.0,7.0,,23.0,3.5,0.10952380952380952,True,0,finished,4.0,False
26,1,Josh Norman,Sharna Burgess,2nd Place,2,8.0,8.0,8.0,,24.0,1.5,0.11428571428571428,True,0,finished,4.0,False
26,1,Adam Rippon,Jenna Johnson,1st Place,1,8.0,8.0,8.0,,24.0,1.5,0.11428571428571428,True,0,finished,4.0,False
27,1,Juan Pablo Di Pace,Cheryl Burke,Eliminated Week 8,5,7.0,7.0,8.0,,22.0,3.5,0.08627450980392157,True,0,eliminated,8.0,False
27,1,Evanna Lynch,Keo Motsepe,3rd Place,3,7.0,5.0,6.0,,18.0,10.0,0.07058823529411765,True,0,finished,9.0,False
27,1,Nancy McKeon,Valentin Chmerkovskiy,Eliminated Week 3,11,6.5,6.5,6.5,,19.5,8.0,0.07647058823529412,True,0,eliminated,3.0,False
27,1,John Schneider,Emma Slater,Eliminated Week 7,8,7.0,5.0,6.0,,18.0,10.0,0.07058823529411765,True,0,eliminated,7.0,False
27,1,Milo Manheim,Witney Carson,2nd Place,2,7.0,6.0,7.0,,20.0,6.0,0.0784313725490196,True,0,finished,9.0,False
27,1,Danelle Umstead,Artem Chigvintsev,Eliminated Week 2,12,6.0,6.0,6.0,,18.0,10.0,0.07058823529411765,True,0,eliminated,2.0,False
27,1,Mary Lou Retton,Sasha Farber,Eliminated Week 6,9,6.5,7.0,6.5,,20.0,6.0,0.0784313725490196,True,0,eliminated,6.0,False
27,1,DeMarcus Ware,Lindsay Arnold,Eliminated Week 7,7,8.0,7.0,8.0,,23.0,1.5,0.09019607843137255,True,0,eliminated,7.0,False
27,1,Nikki Glaser,Gleb Savchenko,Eliminated Week 1,13,6.0,5.5,6.0,,17.5,12.0,0.06862745098039216,True,1,eliminated,1.0,False
27,1,Bobby Bones,Sharna Burgess,1st Place,1,7.0,6.0,7.0,,20.0,6.0,0.0784313725490196,True,0,finished,9.0,False
27,1,Tinashe,Brandon Armstrong,Eliminated Week 4,10,8.0,7.0,8.0,,23.0,1.5,0.09019607843137255,True,0,eliminated,4.0,False
27,1,Alexis Ren,Alan Bersten,4th Place,4,7.0,7.5,7.5,,22.0,3.5,0.08627450980392157,True,0,finished,9.0,False
27,1,Joe Amabile,Jenna Johnson,Eliminated Week 8,6,5.0,4.0,5.0,,14.0,13.0,0.054901960784313725,True,0,eliminated,8.0,False
28,1,Kate Flannery,Pasha Pashkov,Eliminated Week 8,7,5.0,5.0,5.0,,15.0,9.5,0.07614213197969544,True,0,eliminated,8.0,False
28,1,James Van Der Beek,Emma Slater,Eliminated Week 10,5,7.0,7.0,7.0,,21.0,1.0,0.1065989847715736,True,0,eliminated,10.0,False
28,1,Kel Mitchell,Witney Carson,2nd Place,2,6.0,5.0,5.0,,16.0,7.5,0.08121827411167512,True,0,finished,11.0,False
28,1,Ray Lewis,Cheryl Burke,Withdrew,11,5.0,5.0,5.0,,15.0,9.5,0.07614213197969544,True,0,withdrew,2.0,False
28,1,Lamar Odom,Peta Murgatroyd,Eliminated Week 4,10,5.0,3.0,3.0,,11.0,12.0,0.05583756345177665,True,0,eliminated,4.0,False
28,1,Sailor Brinkley-Cook,Valentin Chmerkovskiy,Eliminated Week 6,9,6.0,6.0,6.0,,18.0,4.0,0.09137055837563451,True,0,eliminated,6.0,False
28,1,Sean Spicer,Lindsay Arnold,Eliminated Week 9,6,4.0,4.0,4.0,,12.0,11.0,0.06091370558375635,True,0,eliminated,9.0,False
28,1,Mary Wilson,Brandon Armstrong,Eliminated Week 2,12,6.0,5.0,6.0,,17.0,5.5,0.08629441624365482,True,0,eliminated,2.0,False
28,1,Lauren Alaina,Gleb Savchenko,4th Place,4,7.0,6.0,6.0,,19.0,3.0,0.09644670050761421,True,0,finished,11.0,False
28,1,Ally Brooke,Sasha Farber,3rd Place,3,5.0,5.0,6.0,,16.0,7.5,0.08121827411167512,True,0,finished,11.0,False
28,1,Karamo Brown,Jenna Johnson,Eliminated Week 7,8,6.0,5.0,6.0,,17.0,5.5,0.08629441624365482,True,0,eliminated,7.0,False
28,1,Hannah Brown,Alan Bersten,1st Place,1,7.0,7.0,6.0,,20.0,2.0,0.10152284263959391,True,0,finished,11.0,False
29,1,Anne Heche,Keo Motsepe,Eliminated Week 4,13,6.0,6.0,6.0,,18.0,8.0,0.06923076923076923,True,0,eliminated,4.0,False
29,1,Jesse Metcalfe,Sharna Burgess,Eliminated Week 5,12,6.0,6.0,6.0,,18.0,8.0,0.06923076923076923,True,0,eliminated,5.0,False
29,1,Chrishell Stause,Gleb Savchenko,Eliminated Week 8,8,4.0,5.0,4.0,,13.0,13.0,0.05,True,0,eliminated,8.0,False
29,1,Skai Jackson,Alan Bersten,Eliminated Week 10,5,7.0,7.0,7.0,,21.0,1.5,0.08076923076923077,True,0,eliminated,10.0,False
29,1,Justina Machado,Sasha Farber,4th Place,4,7.0,7.0,7.0,,21.0,1.5,0.08076923076923077,True,0,finished,11.0,False
29,1,Charles Oakley,Emma Slater,Eliminated Week 2,15,4.0,4.0,4.0,,12.0,14.0,0.046153846153846156,True,0,eliminated,2.0,False
29,1,Veron Davis,Peta Murgatroyd,Eliminated Week 6,11,5.0,6.0,6.0,,17.0,11.0,0.06538461538461539,True,0,eliminated,6.0,False
29,1,Johnny Weir,Britt Stewart,Eliminated Week 10,6,6.0,6.0,6.0,,18.0,8.0,0.06923076923076923,True,0,eliminated,10.0,False
29,1,Nev Schulman,Jenna Johnson,2nd Place,2,7.0,7.0,6.0,,20.0,3.5,0.07692307692307693,True,0,finished,11.0,False
29,1,AJ McLean,Cheryl Burke,Eliminated Week 9,7,6.0,6.0,6.0,,18.0,8.0,0.06923076923076923,True,0,eliminated,9.0,False
29,1,Nelly,Daniella Karagach,3rd Place,3,5.0,5.0,6.0,,16.0,12.0,0.06153846153846154,True,0,finished,11.0,False
29,1,Kaitlyn Bristowe,Artem Chigvintsev,1st Place,1,6.0,7.0,7.0,,20.0,3.5,0.07692307692307693,True,0,finished,11.0,False
29,1,Carole Baskin,Pasha Pashkov,Eliminated Week 3,14,4.0,4.0,3.0,,11.0,15.0,0.04230769230769231,True,0,eliminated,3.0,False
29,1,Monica Aldama,Valentin Chmerkovskiy,Eliminated Week 7,10,6.0,7.0,6.0,,19.0,5.0,0.07307692307692308,True,0,eliminated,7.0,False
29,1,Jeannie Mai,Brandon Armstrong,Withdrew,9,6.0,6.0,6.0,,18.0,8.0,0.06923076923076923,True,0,withdrew,7.0,False
30,1,Martin Kove,Britt Stewart,Eliminated Week 2,15,4.0,3.0,3.0,3.0,13.0,15.0,0.03551912568306011,True,0,eliminated,2.0,False
30,1,Brian Austin Green,Sharna Burgess,Eliminated Week 4,13,6.0,6.0,6.0,6.0,24.0,10.5,0.06557377049180328,True,0,eliminated,4.0,False
30,1,Melora Hardin,Artem Chigvintsev,Eliminated Week 9,6,7.0,6.0,7.0,6.0,26.0,5.5,0.07103825136612021,True,0,eliminated,9.0,False
30,1,Matt James,Lindsay Arnold,Eliminated Week 4,12,6.0,6.0,6.0,6.0,24.0,10.5,0.06557377049180328,True,0,eliminated,4.0,False
30,1,"Mike ""The Miz"" Mizanin",Witney Carson,Eliminated Week 7,9,6.0,6.0,6.0,6.0,24.0,10.5,0.06557377049180328,True,0,eliminated,7.0,False
30,1,Suni Lee,Sasha Farber,Eliminated Week 9,5,7.0,7.0,7.0,7.0,28.0,2.5,0.07650273224043716,True,0,eliminated,9.0,False
30,1,Iman Shumpert,Daniella Karagach,1st Place,1,7.0,4.0,5.0,5.0,21.0,14.0,0.05737704918032787,True,0,finished,10.0,False
